raw_text,portion_parsed,normalized_curie,normalized_label
ENVO:01001277 ! asphalt road,ENVO:01001277 ! asphalt road,ENVO:01001277,asphalt road
CHEBI:47622 ! acetate ester,CHEBI:47622 ! acetate ester,,CHEBI:47622  acetate ester
PATO:0002436 ! offset,PATO:0002436 ! offset,,PATO:0002436  offset
UBERON:0009480 ! endoderm of buccopharyngeal membrane,UBERON:0009480 ! endoderm of buccopharyngeal membrane,,UBERON:0009480  endoderm of buccopharyngeal membrane
ENVO:00000470 ! irrigation dam,ENVO:00000470 ! irrigation dam,ENVO:00000470,irrigation dam
ENVO:00003087 ! acetamide enriched soil,ENVO:00003087 ! acetamide enriched soil,ENVO:00003087,acetamide enriched soil
ENVO:01000688 ! lake coast,ENVO:01000688 ! lake coast,ENVO:01000688,lake coast
ENVO:00005769 ! mountain forest soil,ENVO:00005769 ! mountain forest soil,ENVO:00005769,mountain forest soil
UBERON:0007109 ! meconium,UBERON:0007109 ! meconium,,UBERON:0007109  meconium
UBERON:0001886 ! choroid plexus,UBERON:0001886 ! choroid plexus,,UBERON:0001886  choroid plexus
PATO:0002064 ! fenestrated,PATO:0002064 ! fenestrated,,PATO:0002064  fenestrated
ENVO:00000552 ! talik,ENVO:00000552 ! talik,ENVO:00000552,talik
ENVO:01001348 ! material accumulation zone,ENVO:01001348 ! material accumulation zone,ENVO:01001348,material accumulation zone
ENVO:00000197 ! endorheic lake,ENVO:00000197 ! endorheic lake,ENVO:00000197,endorheic lake
ENVO:00001995 ! rock,ENVO:00001995 ! rock,ENVO:00001995,rock
UBERON:0001555 ! digestive tract,UBERON:0001555 ! digestive tract,,UBERON:0001555  digestive tract
ENVO:01000672 ! geological joint,ENVO:01000672 ! geological joint,ENVO:01000672,geological joint
CHEBI:28868 ! fatty acid anion,CHEBI:28868 ! fatty acid anion,,CHEBI:28868  fatty acid anion
ENVO:01001052 ! aerosol environment,ENVO:01001052 ! aerosol environment,ENVO:01001052,aerosol environment
CHEBI:51959 ! organic tricyclic compound,CHEBI:51959 ! organic tricyclic compound,,CHEBI:51959  organic tricyclic compound
ENVO:01000469 ! exterior wall,ENVO:01000469 ! exterior wall,ENVO:01000469,exterior wall
ENVO:01000632 ! chonolith,ENVO:01000632 ! chonolith,ENVO:01000632,chonolith
FOODON:00001010 ! processed meat food product,FOODON:00001010 ! processed meat food product,,FOODON:00001010  processed meat food product
ENVO:01001845 ! hoar,ENVO:01001845 ! hoar,ENVO:01001845,hoar
ENVO:03510070 ! toxic waste,ENVO:03510070 ! toxic waste,ENVO:03510070,toxic waste
ENVO:00002125 ! anaerobic dechlorinating bioreactor,ENVO:00002125 ! anaerobic dechlorinating bioreactor,ENVO:00002125,anaerobic dechlorinating bioreactor
PATO:0000912 ! increased rate,PATO:0000912 ! increased rate,,PATO:0000912  increased rate
CHEBI:33637 ! ortho-fused compound,CHEBI:33637 ! ortho-fused compound,,CHEBI:33637  ortho-fused compound
ENVO:00000127 ! badland,ENVO:00000127 ! badland,ENVO:00000127,badland
ENVO:01001078 ! weather,ENVO:01001078 ! weather,ENVO:01001078,weather
FOODON:00001292 ! oyster food product,FOODON:00001292 ! oyster food product,,FOODON:00001292  oyster food product
UBERON:0000982 ! skeletal joint,UBERON:0000982 ! skeletal joint,,UBERON:0000982  skeletal joint
FOODON:00001229 ! processed cheese food product,FOODON:00001229 ! processed cheese food product,,FOODON:00001229  processed cheese food product
PATO:0001420 ! buoyancy,PATO:0001420 ! buoyancy,,PATO:0001420  buoyancy
ENVO:01000263 ! cold seep,ENVO:01000263 ! cold seep,ENVO:01000263,cold seep
ENVO:01000648 ! magma,ENVO:01000648 ! magma,ENVO:01000648,magma
ENVO:01001886 ! landform,ENVO:01001886 ! landform,ENVO:01001886,landform
UBERON:0006965 ! vascular cord,UBERON:0006965 ! vascular cord,,UBERON:0006965  vascular cord
UBERON:0006596 ! presumptive blood,UBERON:0006596 ! presumptive blood,,UBERON:0006596  presumptive blood
ENVO:01001209 ! wetland ecosystem,ENVO:01001209 ! wetland ecosystem,ENVO:01001209,wetland ecosystem
CHEBI:32876 ! tertiary amine,CHEBI:32876 ! tertiary amine,,CHEBI:32876  tertiary amine
CHEBI:39285 ! chloropicrin,CHEBI:39285 ! chloropicrin,,CHEBI:39285  chloropicrin
CHEBI:33861 ! transition element coordination entity,CHEBI:33861 ! transition element coordination entity,,CHEBI:33861  transition element coordination entity
FOODON:00001166 ! plant inflorescence food product,FOODON:00001166 ! plant inflorescence food product,,FOODON:00001166  plant inflorescence food product
CHEBI:28112 ! nickel atom,CHEBI:28112 ! nickel atom,,CHEBI:28112  nickel atom
ENVO:00002169 ! coal mine,ENVO:00002169 ! coal mine,ENVO:00002169,coal mine
NCBITaxon:7776 ! Gnathostomata <vertebrates>,NCBITaxon:7776 ! Gnathostomata <vertebrates>,,NCBITaxon:7776  Gnathostomata <vertebrates>
CHEBI:33262 ! elemental oxygen,CHEBI:33262 ! elemental oxygen,,CHEBI:33262  elemental oxygen
ENVO:01000375 ! tropical marine condition,ENVO:01000375 ! tropical marine condition,ENVO:01000375,tropical marine condition
PATO:0001957 ! decreased variability of size,PATO:0001957 ! decreased variability of size,,PATO:0001957  decreased variability of size
ENVO:00000184 ! hanging valley,ENVO:00000184 ! hanging valley,ENVO:00000184,hanging valley
UBERON:0006222 ! future diencephalon,UBERON:0006222 ! future diencephalon,,UBERON:0006222  future diencephalon
ENVO:00000020 ! lake,ENVO:00000020 ! lake,ENVO:00000020,lake
ENVO:03600021 ! tailings pond,ENVO:03600021 ! tailings pond,ENVO:03600021,tailings pond
ENVO:01001697 ! atmospheric isobaric surface,ENVO:01001697 ! atmospheric isobaric surface,ENVO:01001697,atmospheric isobaric surface
ENVO:01001530 ! water ice core,ENVO:01001530 ! water ice core,ENVO:01001530,water ice core
CHEBI:33598 ! carbocyclic compound,CHEBI:33598 ! carbocyclic compound,,CHEBI:33598  carbocyclic compound
ENVO:03600042 ! marine lake water,ENVO:03600042 ! marine lake water,ENVO:03600042,marine lake water
ENVO:03501283 ! conveyor belt,ENVO:03501283 ! conveyor belt,ENVO:03501283,conveyor belt
ENVO:01000799 ! astronomical body,ENVO:01000799 ! astronomical body,ENVO:01000799,astronomical body
ENVO:01001476 ! body of liquid,ENVO:01001476 ! body of liquid,ENVO:01001476,body of liquid
ENVO:2000024 ! ionization energy,ENVO:2000024 ! ionization energy,ENVO:2000024,ionization energy
ENVO:06105005 ! thermoset polymer,ENVO:06105005 ! thermoset polymer,ENVO:06105005,thermoset polymer
UBERON:0004786 ! gastrointestinal system mucosa,UBERON:0004786 ! gastrointestinal system mucosa,,UBERON:0004786  gastrointestinal system mucosa
CHEBI:37176 ! mononuclear parent hydride,CHEBI:37176 ! mononuclear parent hydride,,CHEBI:37176  mononuclear parent hydride
NCBITaxon:190524 ! Laguncularia racemosa,NCBITaxon:190524 ! Laguncularia racemosa,,NCBITaxon:190524  Laguncularia racemosa
CHEBI:53388 ! poly(hydroxybutyrate),CHEBI:53388 ! poly(hydroxybutyrate),,CHEBI:53388  polyhydroxybutyrate
CHEBI:3311 ! calcium carbonate,CHEBI:3311 ! calcium carbonate,,CHEBI:3311  calcium carbonate
ENVO:03000083 ! methane-releasing thermokarst lake,ENVO:03000083 ! methane-releasing thermokarst lake,ENVO:03000083,methane-releasing thermokarst lake
ENVO:01001202 ! alluvium,ENVO:01001202 ! alluvium,ENVO:01001202,alluvium
ENVO:03501165 ! oncology unit facility,ENVO:03501165 ! oncology unit facility,ENVO:03501165,oncology unit facility
CHEBI:33309 ! noble gas atom,CHEBI:33309 ! noble gas atom,,CHEBI:33309  noble gas atom
CHEBI:33251 ! monoatomic hydrogen,CHEBI:33251 ! monoatomic hydrogen,,CHEBI:33251  monoatomic hydrogen
ENVO:00003076 ! glue,ENVO:00003076 ! glue,ENVO:00003076,glue
CHEBI:51129 ! nitrohydrocarbon,CHEBI:51129 ! nitrohydrocarbon,,CHEBI:51129  nitrohydrocarbon
ENVO:01000435 ! montane forest,ENVO:01000435 ! montane forest,ENVO:01000435,montane forest
PATO:0001545 ! inflexible,PATO:0001545 ! inflexible,,PATO:0001545  inflexible
ENVO:03501275 ! corn exchange,ENVO:03501275 ! corn exchange,ENVO:03501275,corn exchange
ENVO:01000479 ! lime plaster,ENVO:01000479 ! lime plaster,ENVO:01000479,lime plaster
UBERON:0003463 ! trunk bone,UBERON:0003463 ! trunk bone,,UBERON:0003463  trunk bone
UBERON:0000075 ! subdivision of skeletal system,UBERON:0000075 ! subdivision of skeletal system,,UBERON:0000075  subdivision of skeletal system
ENVO:00000326 ! sea cave,ENVO:00000326 ! sea cave,ENVO:00000326,sea cave
ENVO:01000640 ! planetary mantle,ENVO:01000640 ! planetary mantle,ENVO:01000640,planetary mantle
ENVO:00000106 ! grassland area,ENVO:00000106 ! grassland area,ENVO:00000106,grassland area
CHEBI:48109 ! nitrobenzenes,CHEBI:48109 ! nitrobenzenes,,CHEBI:48109  nitrobenzenes
ENVO:03600015 ! polluted river,ENVO:03600015 ! polluted river,ENVO:03600015,polluted river
CHEBI:61296 ! adenyl ribonucleotide,CHEBI:61296 ! adenyl ribonucleotide,,CHEBI:61296  adenyl ribonucleotide
ENVO:01000214 ! tropical shrubland biome,ENVO:01000214 ! tropical shrubland biome,ENVO:01000214,tropical shrubland biome
UBERON:0012361 ! internal anal region,UBERON:0012361 ! internal anal region,,UBERON:0012361  internal anal region
PATO:0000973 ! porosity,PATO:0000973 ! porosity,,PATO:0000973  porosity
UBERON:0015329 ! respiratory system basement membrane,UBERON:0015329 ! respiratory system basement membrane,,UBERON:0015329  respiratory system basement membrane
FOODON:00001859 ! flaxseed food product,FOODON:00001859 ! flaxseed food product,,FOODON:00001859  flaxseed food product
PATO:0001294 ! radiation reflective quality,PATO:0001294 ! radiation reflective quality,,PATO:0001294  radiation reflective quality
ENVO:00002181 ! neutral hot spring,ENVO:00002181 ! neutral hot spring,ENVO:00002181,neutral hot spring
UBERON:0000153 ! anterior region of body,UBERON:0000153 ! anterior region of body,,UBERON:0000153  anterior region of body
ENVO:01000368 ! anchialine pool,ENVO:01000368 ! anchialine pool,ENVO:01000368,anchialine pool
UBERON:0004297 ! respiratory system blood vessel smooth muscle,UBERON:0004297 ! respiratory system blood vessel smooth muscle,,UBERON:0004297  respiratory system blood vessel smooth muscle
ENVO:00002047 ! urine material,ENVO:00002047 ! urine material,ENVO:00002047,urine material
FOODON:00001260 ! beer beverage,FOODON:00001260 ! beer beverage,,FOODON:00001260  beer beverage
NCBITaxon:8782 ! Aves,NCBITaxon:8782 ! Aves,,NCBITaxon:8782  Aves
ENVO:01000480 ! glass,ENVO:01000480 ! glass,ENVO:01000480,glass
ENVO:02000103 ! metallic dust,ENVO:02000103 ! metallic dust,ENVO:02000103,metallic dust
ENVO:03600047 ! raceway pond,ENVO:03600047 ! raceway pond,ENVO:03600047,raceway pond
ENVO:03501264 ! squeegee,ENVO:03501264 ! squeegee,ENVO:03501264,squeegee
ENVO:03501163 ! nutrition and dietetics unit facility,ENVO:03501163 ! nutrition and dietetics unit facility,ENVO:03501163,nutrition and dietetics unit facility
ENVO:00000255 ! flood plain,ENVO:00000255 ! flood plain,ENVO:00000255,flood plain
PATO:0001676 ! increased efficiency,PATO:0001676 ! increased efficiency,,PATO:0001676  increased efficiency
UBERON:0000922 ! embryo,UBERON:0000922 ! embryo,,UBERON:0000922  embryo
UBERON:0006284 ! early prosencephalic vesicle,UBERON:0006284 ! early prosencephalic vesicle,,UBERON:0006284  early prosencephalic vesicle
ENVO:00000241 ! tidal mudflat,ENVO:00000241 ! tidal mudflat,ENVO:00000241,tidal mudflat
ENVO:09200027 ! volume of rain,ENVO:09200027 ! volume of rain,ENVO:09200027,volume of rain
ENVO:01000297 ! freshwater river,ENVO:01000297 ! freshwater river,ENVO:01000297,freshwater river
ENVO:01001110 ! ecosystem,ENVO:01001110 ! ecosystem,ENVO:01001110,ecosystem
PATO:0001300 ! optical quality,PATO:0001300 ! optical quality,,PATO:0001300  optical quality
ENVO:02000144 ! natural gas processing plant,ENVO:02000144 ! natural gas processing plant,ENVO:02000144,natural gas processing plant
ENVO:01000022 ! marine salt marsh biome,ENVO:01000022 ! marine salt marsh biome,ENVO:01000022,marine salt marsh biome
ENVO:01000645 ! solid planetary core,ENVO:01000645 ! solid planetary core,ENVO:01000645,solid planetary core
CHEBI:23905 ! monoatomic anion,CHEBI:23905 ! monoatomic anion,,CHEBI:23905  monoatomic anion
CHEBI:53226 ! polyethylene macromolecule,CHEBI:53226 ! polyethylene macromolecule,,CHEBI:53226  polyethylene macromolecule
ENVO:01000087 ! tidal mixing front,ENVO:01000087 ! tidal mixing front,ENVO:01000087,tidal mixing front
FOODON:00001160 ! pomaceous fruit extract,FOODON:00001160 ! pomaceous fruit extract,,FOODON:00001160  pomaceous fruit extract
ENVO:02000022 ! excreta material,ENVO:02000022 ! excreta material,ENVO:02000022,excreta material
ENVO:01001879 ! proglacial,ENVO:01001879 ! proglacial,ENVO:01001879,proglacial
CHEBI:17792 ! organohalogen compound,CHEBI:17792 ! organohalogen compound,,CHEBI:17792  organohalogen compound
FOODON:03411048 ! carbohydrate-producing plant,FOODON:03411048 ! carbohydrate-producing plant,,FOODON:03411048  carbohydrate-producing plant
PATO:0002138 ! edibility,PATO:0002138 ! edibility,,PATO:0002138  edibility
UBERON:0000990 ! reproductive system,UBERON:0000990 ! reproductive system,,UBERON:0000990  reproductive system
UBERON:0012180 ! head or neck skin,UBERON:0012180 ! head or neck skin,,UBERON:0012180  head or neck skin
NCBITaxon:436492 ! Coelurosauria,NCBITaxon:436492 ! Coelurosauria,,NCBITaxon:436492  Coelurosauria
ENVO:01000182 ! temperate desert biome,ENVO:01000182 ! temperate desert biome,ENVO:01000182,temperate desert biome
ENVO:3200024 ! concentration of dysprosium in water ice,ENVO:3200024 ! concentration of dysprosium in water ice,ENVO:3200024,concentration of dysprosium in water ice
ENVO:03501236 ! business park,ENVO:03501236 ! business park,ENVO:03501236,business park
PATO:0002103 ! infiltrative,PATO:0002103 ! infiltrative,,PATO:0002103  infiltrative
ENVO:03600010 ! membrane bioreactor,ENVO:03600010 ! membrane bioreactor,ENVO:03600010,membrane bioreactor
ENVO:02000102 ! fibrous glass dust,ENVO:02000102 ! fibrous glass dust,ENVO:02000102,fibrous glass dust
ENVO:01000023 ! marine pelagic biome,ENVO:01000023 ! marine pelagic biome,ENVO:01000023,marine pelagic biome
CHEBI:27573 ! silicon atom,CHEBI:27573 ! silicon atom,,CHEBI:27573  silicon atom
NCBITaxon:51953 ! Elaeis guineensis,NCBITaxon:51953 ! Elaeis guineensis,,NCBITaxon:51953  Elaeis guineensis
PATO:0002009 ! branchiness,PATO:0002009 ! branchiness,,PATO:0002009  branchiness
ENVO:00000164 ! rubber plantation,ENVO:00000164 ! rubber plantation,ENVO:00000164,rubber plantation
ENVO:01001833 ! mediterranean biome,ENVO:01001833 ! mediterranean biome,ENVO:01001833,mediterranean biome
NCBITaxon:403651 ! Pfiesteriaceae,NCBITaxon:403651 ! Pfiesteriaceae,,NCBITaxon:403651  Pfiesteriaceae
NCBITaxon:1161 ! Nostocales,NCBITaxon:1161 ! Nostocales,,NCBITaxon:1161  Nostocales
ENVO:00000078 ! farm,ENVO:00000078 ! farm,ENVO:00000078,farm
ENVO:01001006 ! rainbow,ENVO:01001006 ! rainbow,ENVO:01001006,rainbow
ENVO:03501179 ! urology unit facility,ENVO:03501179 ! urology unit facility,ENVO:03501179,urology unit facility
NCBITaxon:3193 ! Embryophyta,NCBITaxon:3193 ! Embryophyta,,NCBITaxon:3193  Embryophyta
FOODON:03460231 ! chocolate or cocoa,FOODON:03460231 ! chocolate or cocoa,,FOODON:03460231  chocolate or cocoa
ENVO:00000409 ! whirlpool,ENVO:00000409 ! whirlpool,ENVO:00000409,whirlpool
ENVO:03500007 ! noisy environment,ENVO:03500007 ! noisy environment,ENVO:03500007,noisy environment
ENVO:01000607 ! animal-drawn cart,ENVO:01000607 ! animal-drawn cart,ENVO:01000607,animal-drawn cart
CHEBI:23117 ! chlorine molecular entity,CHEBI:23117 ! chlorine molecular entity,,CHEBI:23117  chlorine molecular entity
ENVO:01000461 ! refined asphalt,ENVO:01000461 ! refined asphalt,ENVO:01000461,refined asphalt
PATO:0000998 ! viscous,PATO:0000998 ! viscous,,PATO:0000998  viscous
ENVO:06105234 ! moist soil albedo,ENVO:06105234 ! moist soil albedo,ENVO:06105234,moist soil albedo
PATO:0001857 ! concave,PATO:0001857 ! concave,,PATO:0001857  concave
PATO:0002425 ! exposed,PATO:0002425 ! exposed,,PATO:0002425  exposed
CHEBI:27547 ! zeaxanthin,CHEBI:27547 ! zeaxanthin,,CHEBI:27547  zeaxanthin
ENVO:01000193 ! temperate grassland biome,ENVO:01000193 ! temperate grassland biome,ENVO:01000193,temperate grassland biome
ENVO:03501185 ! dental clinic,ENVO:03501185 ! dental clinic,ENVO:03501185,dental clinic
PO:0009006 ! shoot system,PO:0009006 ! shoot system,,PO:0009006  shoot system
ENVO:01001831 ! temperate biome,ENVO:01001831 ! temperate biome,ENVO:01001831,temperate biome
UBERON:0004121 ! ectoderm-derived structure,UBERON:0004121 ! ectoderm-derived structure,,UBERON:0004121  ectoderm-derived structure
ENVO:00000456 ! tidewater glacier,ENVO:00000456 ! tidewater glacier,ENVO:00000456,tidewater glacier
UBERON:0001090 ! synovial fluid,UBERON:0001090 ! synovial fluid,,UBERON:0001090  synovial fluid
UBERON:0002285 ! telencephalic ventricle,UBERON:0002285 ! telencephalic ventricle,,UBERON:0002285  telencephalic ventricle
CHEBI:16474 ! NADPH,CHEBI:16474 ! NADPH,,CHEBI:16474  NADPH
ENVO:00005741 ! alpine soil,ENVO:00005741 ! alpine soil,ENVO:00005741,alpine soil
ENVO:09200024 ! volume of runoff,ENVO:09200024 ! volume of runoff,ENVO:09200024,volume of runoff
ENVO:01000905 ! shrimp pond,ENVO:01000905 ! shrimp pond,ENVO:01000905,shrimp pond
CHEBI:33328 ! silicon oxoacid,CHEBI:33328 ! silicon oxoacid,,CHEBI:33328  silicon oxoacid
ENVO:00003900 ! rye grass silage,ENVO:00003900 ! rye grass silage,ENVO:00003900,rye grass silage
PATO:0000308 ! old,PATO:0000308 ! old,,PATO:0000308  old
ENVO:01001046 ! planetary subsurface environment,ENVO:01001046 ! planetary subsurface environment,ENVO:01001046,planetary subsurface environment
UBERON:0012475 ! skeleton of pectoral complex,UBERON:0012475 ! skeleton of pectoral complex,,UBERON:0012475  skeleton of pectoral complex
ENVO:03501251 ! vacuum cleaner,ENVO:03501251 ! vacuum cleaner,ENVO:03501251,vacuum cleaner
ENVO:00000567 ! calanque,ENVO:00000567 ! calanque,ENVO:00000567,calanque
CHEBI:33377 ! dysprosium atom,CHEBI:33377 ! dysprosium atom,,CHEBI:33377  dysprosium atom
ENVO:00000073 ! building,ENVO:00000073 ! building,ENVO:00000073,building
NCBITaxon:131221 ! Streptophytina,NCBITaxon:131221 ! Streptophytina,,NCBITaxon:131221  Streptophytina
NCBITaxon:50557 ! Insecta,NCBITaxon:50557 ! Insecta,,NCBITaxon:50557  Insecta
UBERON:0001894 ! diencephalon,UBERON:0001894 ! diencephalon,,UBERON:0001894  diencephalon
ENVO:01001075 ! hypoxic lake,ENVO:01001075 ! hypoxic lake,ENVO:01001075,hypoxic lake
UBERON:0010707 ! appendage girdle complex,UBERON:0010707 ! appendage girdle complex,,UBERON:0010707  appendage girdle complex
CHEBI:33558 ! alpha-amino-acid anion,CHEBI:33558 ! alpha-amino-acid anion,,CHEBI:33558  alpha-amino-acid anion
ENVO:00002154 ! radioactive sediment,ENVO:00002154 ! radioactive sediment,ENVO:00002154,radioactive sediment
ENVO:2000004 ! algal bloom,ENVO:2000004 ! algal bloom,ENVO:2000004,algal bloom
PATO:0000911 ! decreased rate,PATO:0000911 ! decreased rate,,PATO:0000911  decreased rate
PO:0006079 ! shoot system meristem,PO:0006079 ! shoot system meristem,,PO:0006079  shoot system meristem
ENVO:03501178 ! rheumatology unit facility,ENVO:03501178 ! rheumatology unit facility,ENVO:03501178,rheumatology unit facility
